year,population,region,deathCause,deaths
2012,1273995,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,23
2013,1268239,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,25
2014,1263176,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,24
2015,1257179,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,14
2016,1252900,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,23
2017,1247732,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,29
2018,1241546,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,28
2019,1233961,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,16
2020,1224626,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,32
1999,1302518,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1094
2000,1302650,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,938
2001,1299382,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1008
2002,1295885,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,912
2003,1291598,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,935
2004,1288693,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,908
2005,1285007,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,930
2006,1279838,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,959
2007,1275550,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,871
2008,1272784,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,938
2009,1270120,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,620
2010,1282546,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,748
2011,1278116,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1479
2012,1273995,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,905
2013,1268239,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1286
2014,1263176,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1685
2015,1257179,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1118
2016,1252900,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,985
2017,1247732,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1730
2018,1241546,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,2209
2019,1233961,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,2146
2020,1224626,ŚWIĘTOKRZYSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1000
1999,1302518,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,993
2000,1302650,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,850
2001,1299382,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,759
2002,1295885,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,930
2003,1291598,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,858
2004,1288693,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,867
2005,1285007,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,937
2006,1279838,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,903
2007,1275550,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,869
2008,1272784,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,883
2009,1270120,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,576
2010,1282546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,894
2011,1278116,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,881
2012,1273995,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,802
2013,1268239,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,763
2014,1263176,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,709
2015,1257179,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,584
2016,1252900,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,591
2017,1247732,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,635
2018,1241546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,632
2019,1233961,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,615
2020,1224626,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,781
1999,1302518,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,583
2000,1302650,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,458
2001,1299382,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,346
2002,1295885,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,502
2003,1291598,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,457
2004,1288693,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,396
2005,1285007,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,438
2006,1279838,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,370
2007,1275550,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,428
2008,1272784,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,425
2009,1270120,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,344
2010,1282546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,566
2011,1278116,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,538
2012,1273995,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,499
2013,1268239,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,491
2014,1263176,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,419
2015,1257179,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,342
2016,1252900,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,365
2017,1247732,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,369
2018,1241546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,406
2019,1233961,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,387
2020,1224626,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,495
1999,1302518,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,319
2000,1302650,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,287
2001,1299382,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,207
2002,1295885,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,313
2003,1291598,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,250
2004,1288693,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,222
2005,1285007,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,218
2006,1279838,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,188
2007,1275550,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,239
2008,1272784,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,214
2009,1270120,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,172
2010,1282546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,239
2011,1278116,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,210
2012,1273995,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,172
2013,1268239,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,162
2014,1263176,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,175
2015,1257179,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,135
2016,1252900,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,148
2017,1247732,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,153
2018,1241546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,224
2019,1233961,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,227
2020,1224626,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,311
1999,1302518,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,187
2000,1302650,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,179
2001,1299382,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,121
2002,1295885,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,186
2003,1291598,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,148
2004,1288693,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,134
2005,1285007,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,152
2006,1279838,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,110
2007,1275550,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,144
2008,1272784,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,125
2009,1270120,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,74
2010,1282546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,98
2011,1278116,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,93
2012,1273995,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,102
2013,1268239,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,71
2014,1263176,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,80
2015,1257179,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,61
2016,1252900,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,103
2017,1247732,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,81
2018,1241546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,96
2019,1233961,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,100
2020,1224626,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,81
1999,1302518,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,255
2000,1302650,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,165
2001,1299382,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,131
2002,1295885,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,183
2003,1291598,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,198
2004,1288693,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,170
2005,1285007,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,203
2006,1279838,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,173
2007,1275550,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,179
2008,1272784,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,203
2009,1270120,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,162
2010,1282546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,316
2011,1278116,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,315
2012,1273995,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,312
2013,1268239,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,318
2014,1263176,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,239
2015,1257179,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,203
2016,1252900,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,211
2017,1247732,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,214
2018,1241546,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,180
2019,1233961,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,157
2020,1224626,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,178
1999,1302518,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,174
2000,1302650,ŚWIĘTOKRZYSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,146
